BQ1,BQ2,BQ3,BQ4,BQ5,BQ6,BQ7,BQ8,BQ9,BQ10,BQ11,BQ12,BQ13,BQ14,BQ15,BQ16,BQ17,BQ18,BQ19,TQ1,TQ2,TQ3,TQ4,TQ5,TQ6,TQ7,TQ8,TQ9,TQ10,TQ11,TQ12,TQ13,TQ14,TQ15,TQ16,TQ17,TQ18,TQ19,%BSUM,%TSUM,ClusterN
1,1,3,1,2,1,1,4,1,1,4,2,4,1,3,1,4,1,1,2,4,4,3,1,2,2,4,1,4,4,1,3,2,1,4,4,3,1,49.33333333333333,65.78947368421053,Migrate
1,3,1,2,3,3,1,2,2,1,1,3,2,1,1,1,1,3,1,1,4,2,2,2,3,2,1,1,4,1,1,3,3,1,1,4,1,1,44.0,50.0,Migrate
3,4,1,1,1,1,4,1,2,2,1,2,1,1,4,1,1,2,4,1,1,3,1,1,3,1,1,4,1,4,1,1,3,4,4,1,2,2,49.33333333333333,51.31578947368421,Migrate
3,2,1,2,1,4,1,1,2,2,2,1,2,1,4,1,1,2,4,2,2,1,3,3,4,3,4,4,1,1,2,4,2,2,1,1,2,4,49.33333333333333,60.526315789473685,Migrate
1,1,2,1,1,4,2,1,1,2,2,2,4,4,2,1,1,1,4,4,2,4,4,1,4,4,4,4,4,1,4,3,1,1,4,4,1,3,49.33333333333333,75.0,Migrate
3,3,3,1,1,1,4,2,1,4,1,3,1,1,3,1,1,2,1,2,1,1,4,2,4,1,4,1,4,1,2,4,2,1,4,4,2,3,49.33333333333333,61.8421052631579,Migrate
1,1,3,1,2,1,2,3,2,2,2,1,2,4,4,1,1,2,1,4,2,2,3,2,3,1,1,1,1,4,4,2,3,3,1,4,4,2,48.0,61.8421052631579,Migrate
1,1,2,1,1,1,1,2,1,2,2,2,4,3,3,4,1,4,1,1,2,3,3,3,3,1,1,1,1,4,2,5,1,2,1,1,3,4,49.33333333333333,55.26315789473685,Migrate
4,1,1,1,2,1,1,2,1,2,4,1,2,3,2,1,3,4,1,4,2,4,2,2,3,1,1,1,1,1,3,2,2,3,2,1,3,2,49.33333333333333,52.631578947368425,Migrate
1,3,1,1,3,1,3,2,1,1,2,1,3,2,2,1,2,4,1,4,2,2,3,1,4,2,4,1,4,1,4,4,2,4,4,4,2,2,46.66666666666666,71.05263157894737,Migrate
2,1,1,1,1,2,3,2,3,3,1,1,2,2,4,1,3,3,1,4,3,3,4,3,3,4,4,1,1,4,3,3,3,1,4,4,1,2,49.33333333333333,72.36842105263159,Migrate
2,2,2,1,1,1,1,3,2,2,3,2,2,3,1,1,3,2,1,2,2,1,4,3,4,3,1,1,4,1,3,4,1,3,1,4,3,3,46.66666666666666,63.15789473684211,Migrate
1,4,1,2,3,4,1,3,4,2,2,1,2,1,1,1,1,1,1,4,4,3,4,1,4,4,1,1,1,1,3,1,1,4,3,1,4,2,48.0,61.8421052631579,Migrate
2,3,3,1,2,1,1,1,2,3,1,1,2,2,1,4,4,2,1,3,4,4,1,2,3,2,4,1,4,1,3,4,2,3,2,1,3,3,49.33333333333333,65.78947368421053,Migrate
2,3,2,2,1,1,2,3,1,2,1,2,2,4,2,1,3,1,1,3,1,4,4,3,4,4,4,1,1,1,4,4,3,1,2,1,1,4,48.0,65.78947368421053,Migrate
3,2,2,1,1,1,2,3,3,2,2,2,1,1,2,4,2,1,1,4,3,3,4,4,4,1,4,4,1,1,1,3,3,1,4,4,2,2,48.0,69.73684210526316,Migrate
3,2,2,1,2,3,1,2,2,1,2,2,2,1,3,1,2,3,1,4,4,1,3,3,4,1,4,1,1,1,4,1,3,3,3,4,1,4,48.0,65.78947368421053,Migrate
2,1,2,3,2,3,3,2,1,3,3,2,1,1,3,1,1,1,1,2,4,4,2,4,1,3,4,4,4,1,3,1,3,3,2,1,3,3,48.0,68.42105263157896,Migrate
1,1,4,2,1,1,3,1,1,2,1,1,3,3,2,4,2,3,1,3,2,1,2,2,4,3,4,1,1,1,4,5,3,3,4,4,4,3,49.33333333333333,71.05263157894737,Migrate
1,1,1,4,1,2,1,3,1,3,4,1,1,4,2,1,2,1,1,3,1,2,4,4,4,4,4,4,4,4,3,4,1,3,4,1,2,2,46.66666666666666,76.31578947368422,Migrate
3,2,1,2,1,2,1,2,1,3,2,3,1,3,1,1,1,3,1,4,4,4,2,2,1,4,4,4,4,4,2,5,2,1,2,1,3,2,45.33333333333333,72.36842105263159,Migrate
1,3,1,2,2,1,1,2,1,4,2,1,2,1,1,1,1,3,4,3,4,3,2,4,1,4,1,4,4,4,1,2,2,4,2,4,3,3,45.33333333333333,72.36842105263159,Migrate
1,2,1,4,2,2,2,4,1,2,2,2,2,1,2,1,4,1,1,2,1,2,2,2,1,1,1,4,1,4,1,5,2,4,4,4,4,1,49.33333333333333,60.526315789473685,Migrate
1,2,4,2,1,1,1,1,1,1,1,2,4,2,1,1,4,1,1,1,3,4,3,2,2,4,1,1,1,4,1,5,2,1,2,4,2,2,42.66666666666666,59.21052631578948,Migrate
2,3,1,1,1,1,2,4,3,1,3,1,3,3,1,1,2,3,1,2,3,2,4,4,1,3,4,4,1,1,1,2,2,4,1,1,2,2,49.33333333333333,57.89473684210527,Migrate
2,2,2,1,1,1,2,4,4,2,1,2,2,2,4,1,1,1,1,1,3,4,1,2,4,3,1,4,1,1,4,5,1,4,1,1,3,3,48.0,61.8421052631579,Migrate
4,1,1,1,1,4,3,2,1,1,1,1,2,2,3,1,1,4,1,3,2,2,1,4,4,1,4,4,1,1,1,4,3,2,2,1,3,2,46.66666666666666,59.21052631578948,Migrate
1,2,1,4,1,4,2,1,4,1,1,3,2,4,1,1,2,1,1,2,4,4,1,1,2,4,4,4,4,1,4,1,1,1,2,4,2,3,49.33333333333333,64.47368421052632,Migrate
1,1,1,1,3,3,2,4,1,1,2,3,2,1,1,1,1,3,1,1,3,4,1,4,1,4,4,1,1,4,3,4,2,2,4,4,4,4,44.0,72.36842105263159,Migrate
4,1,1,3,1,4,2,2,1,1,3,1,1,2,2,4,2,1,1,2,2,1,2,1,3,2,1,1,4,4,2,5,3,4,1,1,3,1,49.33333333333333,56.578947368421055,Migrate
4,1,2,1,2,3,1,2,1,4,1,1,1,1,4,4,2,1,1,4,4,4,3,2,3,1,4,1,1,4,2,2,1,2,1,1,3,2,49.33333333333333,59.21052631578948,Migrate
4,1,2,1,2,1,2,4,1,1,3,2,3,3,1,1,1,1,1,4,3,3,3,1,1,4,1,1,1,1,2,3,1,1,3,4,3,4,46.66666666666666,57.89473684210527,Migrate
1,2,1,1,2,3,1,1,2,1,4,2,3,1,3,1,1,1,4,1,2,3,1,3,3,3,4,4,1,1,1,1,3,3,2,4,2,3,46.66666666666666,59.21052631578948,Migrate
2,1,1,1,1,1,4,4,1,2,3,2,1,3,2,1,3,2,1,3,4,2,2,4,1,2,4,4,1,4,2,2,3,4,4,1,4,1,48.0,68.42105263157896,Migrate
3,2,2,2,1,3,2,1,1,2,1,2,2,1,1,1,4,2,1,1,3,1,3,1,1,2,4,1,4,4,3,1,1,2,2,4,1,4,45.33333333333333,56.578947368421055,Migrate
4,1,1,1,2,1,2,1,1,3,2,3,1,3,1,4,3,2,1,1,4,3,3,3,1,1,1,1,4,1,2,1,2,4,4,4,3,1,49.33333333333333,57.89473684210527,Migrate
3,2,3,1,1,1,3,1,1,1,3,1,2,2,1,4,3,2,1,3,4,1,2,4,4,4,4,1,1,4,2,4,3,2,3,1,1,3,48.0,67.10526315789474,Migrate
2,1,3,3,2,2,1,4,1,1,2,1,1,1,3,1,3,1,4,4,3,1,2,4,1,3,1,4,4,4,1,5,2,4,1,4,3,4,49.33333333333333,72.36842105263159,Migrate
3,1,2,1,1,1,3,3,2,1,1,2,2,2,1,1,4,1,1,2,4,4,4,3,4,4,4,1,1,4,1,2,1,4,3,1,2,1,44.0,65.78947368421053,Migrate
3,1,1,1,2,3,4,2,1,1,4,1,2,1,1,4,2,1,1,3,1,4,1,4,2,1,1,1,4,4,1,4,3,1,3,1,4,3,48.0,60.526315789473685,Migrate
1,4,2,1,3,1,3,1,1,3,3,3,2,2,2,1,2,1,1,2,4,4,2,3,1,2,4,4,4,1,2,5,2,3,2,4,1,3,49.33333333333333,69.73684210526316,Migrate
2,3,1,1,1,1,3,3,4,3,4,1,1,1,2,1,1,2,1,3,2,2,4,1,1,3,1,1,1,1,2,4,3,2,1,4,3,4,48.0,56.578947368421055,Migrate
3,1,1,1,1,4,1,1,1,3,1,1,4,4,2,1,4,1,1,4,1,1,2,4,4,1,4,1,1,4,4,3,3,3,4,4,4,1,48.0,69.73684210526316,Migrate
2,1,3,4,1,1,4,1,2,1,3,2,1,1,3,1,1,1,1,4,2,1,1,4,3,2,4,4,1,4,4,4,1,3,3,4,4,4,45.33333333333333,75.0,Migrate
3,1,2,2,2,1,2,2,4,1,1,1,3,1,4,1,1,2,1,4,1,3,3,4,4,3,1,1,4,1,4,2,1,4,3,1,2,1,46.66666666666666,61.8421052631579,Migrate
1,1,2,3,2,3,2,2,3,4,1,3,2,1,1,1,2,2,1,3,2,3,1,3,1,1,1,4,4,4,3,3,1,2,4,4,2,3,49.33333333333333,64.47368421052632,Migrate
1,1,2,1,1,2,2,3,2,1,3,1,1,2,2,4,2,3,1,4,1,4,4,4,3,2,4,1,4,1,2,2,1,1,1,4,2,2,46.66666666666666,61.8421052631579,Migrate
1,2,1,2,1,4,1,1,2,2,1,1,3,3,1,1,4,2,1,3,3,2,2,1,4,2,4,4,1,4,1,5,3,1,4,4,2,2,45.33333333333333,68.42105263157896,Migrate
1,1,4,2,4,2,1,2,2,1,2,2,1,3,2,1,1,1,1,3,3,2,3,1,1,1,1,1,4,1,3,1,3,3,3,1,4,1,45.33333333333333,52.631578947368425,Migrate
4,1,3,1,3,3,1,1,2,2,2,2,2,1,4,1,1,1,1,3,3,1,3,2,3,3,1,4,4,4,4,3,3,3,4,4,1,2,48.0,72.36842105263159,Migrate
1,1,1,3,3,1,1,3,4,3,1,1,1,1,2,4,1,4,1,2,4,1,2,1,1,3,1,1,4,4,1,2,1,4,3,1,3,1,49.33333333333333,52.631578947368425,Migrate
1,4,3,1,1,2,1,2,2,3,1,1,1,1,4,1,3,2,1,3,1,1,3,2,2,4,1,4,1,1,2,5,3,3,2,4,1,3,46.66666666666666,60.526315789473685,Migrate
4,3,2,4,1,2,1,1,2,2,2,2,1,1,2,1,3,1,1,4,1,1,2,4,4,2,4,4,4,1,4,3,3,1,1,1,4,2,48.0,65.78947368421053,Migrate
2,1,1,3,1,2,1,2,1,4,2,2,3,1,2,1,1,2,1,3,4,3,4,4,3,4,4,4,1,4,3,2,3,4,1,4,3,3,44.0,80.26315789473685,Migrate
4,2,2,1,1,2,4,2,2,1,3,1,1,2,1,1,2,2,1,3,4,4,2,2,4,1,1,4,1,1,3,4,1,1,2,1,1,4,46.66666666666666,57.89473684210527,Migrate
1,3,2,4,1,2,3,1,1,1,4,1,1,2,1,1,3,3,1,2,1,4,4,1,2,3,4,1,4,4,4,4,2,4,4,1,3,3,48.0,72.36842105263159,Migrate
4,1,2,4,2,1,2,4,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,3,3,1,1,4,4,4,4,4,2,3,2,4,3,1,45.33333333333333,63.15789473684211,Migrate
1,4,1,1,4,1,2,3,2,2,1,2,1,2,1,1,1,3,4,2,2,3,4,4,3,4,4,4,4,4,1,5,2,4,3,4,4,4,49.33333333333333,85.52631578947368,Migrate
1,3,1,1,2,2,2,3,2,1,1,2,1,1,1,4,2,3,4,3,1,1,2,3,2,1,1,1,4,4,1,4,2,4,2,1,1,2,49.33333333333333,52.631578947368425,Migrate
3,1,2,1,2,3,1,1,2,2,1,2,1,1,3,4,2,4,1,4,3,1,4,1,2,4,4,1,1,4,1,2,3,1,4,4,3,3,49.33333333333333,65.78947368421053,Migrate
4,3,1,2,3,1,1,2,2,1,3,1,1,2,2,4,2,1,1,3,4,1,4,4,2,2,1,4,4,1,2,3,2,2,3,1,2,2,49.33333333333333,61.8421052631579,Migrate
3,1,2,3,1,2,1,1,2,1,4,2,1,1,1,1,2,1,4,1,2,4,1,3,3,1,1,4,4,4,2,5,3,3,4,4,3,3,45.33333333333333,72.36842105263159,Migrate
3,4,1,2,1,1,1,1,1,1,2,3,1,4,4,1,2,3,1,3,4,4,3,3,1,3,1,1,4,1,1,4,3,4,4,1,4,1,49.33333333333333,65.78947368421053,Migrate
2,3,1,1,1,1,4,1,2,1,3,2,3,4,1,1,2,3,1,4,2,4,1,2,2,4,1,4,1,1,1,2,1,4,1,4,1,3,49.33333333333333,56.578947368421055,Migrate
1,1,3,3,1,2,2,1,3,2,3,1,1,2,4,4,1,1,1,1,4,2,3,2,1,3,1,1,4,4,1,2,2,3,3,1,1,4,49.33333333333333,56.578947368421055,Migrate
3,1,4,4,1,4,1,1,1,1,3,1,1,1,2,1,1,1,1,3,4,1,2,3,4,3,1,1,1,4,4,5,1,3,4,1,4,2,44.0,67.10526315789474,Migrate
3,1,1,3,2,1,2,2,2,1,2,3,3,2,1,1,1,2,1,2,4,1,1,1,3,4,4,1,1,4,2,3,3,2,4,4,1,3,45.33333333333333,63.15789473684211,Migrate
2,3,2,2,4,2,3,1,1,3,1,1,4,2,2,1,1,1,1,1,4,4,1,3,3,1,1,4,4,1,4,4,2,4,3,1,4,4,49.33333333333333,69.73684210526316,Migrate
2,2,1,2,1,3,1,1,1,1,1,2,1,2,3,1,1,3,1,4,1,4,3,4,2,3,1,4,4,4,2,5,2,4,3,1,1,3,40.0,72.36842105263159,Migrate
1,2,2,1,2,2,4,1,2,2,2,2,3,4,1,1,1,1,1,3,4,2,3,4,2,4,4,1,4,4,3,5,1,3,3,1,4,3,46.66666666666666,76.31578947368422,Migrate
1,3,3,1,2,4,1,1,1,2,1,1,3,3,4,1,2,2,1,4,1,4,3,1,4,4,1,4,4,4,4,2,1,3,1,1,4,3,49.33333333333333,69.73684210526316,Migrate
2,1,2,3,1,3,1,4,4,1,2,1,2,2,1,1,4,1,1,3,4,1,4,4,4,2,1,1,4,1,4,5,2,1,2,1,4,4,49.33333333333333,68.42105263157896,Migrate
3,2,4,1,2,4,4,1,1,1,2,2,1,1,1,4,1,1,1,4,2,3,3,3,2,1,1,4,1,1,3,5,1,2,2,1,4,1,49.33333333333333,57.89473684210527,Migrate
1,1,1,4,1,3,4,1,2,1,2,1,1,1,3,1,4,2,1,2,4,3,1,2,4,3,4,4,4,1,3,2,2,2,2,1,3,4,46.66666666666666,67.10526315789474,Migrate
1,4,2,4,1,2,1,4,1,1,1,2,2,1,1,4,1,2,1,3,2,2,3,4,1,4,1,1,4,1,4,5,2,3,3,4,3,4,48.0,71.05263157894737,Migrate
1,2,2,2,1,1,1,4,3,1,1,1,4,2,1,1,1,4,1,3,1,2,1,4,1,1,4,1,4,1,2,4,2,2,3,4,1,2,45.33333333333333,56.578947368421055,Migrate
2,1,2,4,4,2,1,1,1,2,2,3,1,1,1,1,1,4,1,1,4,4,2,3,3,4,1,1,1,1,1,5,1,2,4,4,2,1,46.66666666666666,59.21052631578948,Migrate
1,3,4,1,1,1,1,1,1,1,1,1,2,2,2,1,3,4,1,3,3,3,4,3,2,4,4,4,1,4,4,5,2,1,3,1,3,1,42.66666666666666,72.36842105263159,Migrate
2,2,1,1,1,1,1,1,2,4,4,2,2,4,2,1,2,3,1,4,3,1,1,2,3,4,4,4,4,1,3,5,2,2,1,1,1,2,49.33333333333333,63.15789473684211,Migrate
3,1,2,1,3,1,2,4,1,3,1,2,4,2,2,1,1,1,1,2,4,2,2,3,2,4,1,4,1,1,3,3,3,2,2,1,1,2,48.0,56.578947368421055,Migrate
2,1,2,4,2,3,3,2,1,1,1,1,4,3,2,1,2,1,1,3,1,3,4,3,4,3,4,1,1,4,4,1,1,3,1,1,4,1,49.33333333333333,61.8421052631579,Migrate
1,1,3,1,2,2,2,1,3,3,3,1,1,2,1,1,4,1,4,1,1,3,4,3,1,3,4,4,4,4,1,2,1,2,4,1,2,4,49.33333333333333,64.47368421052632,Migrate
1,3,1,1,1,1,1,2,1,4,4,2,1,2,1,1,3,2,4,2,1,4,1,3,1,3,1,1,1,4,3,3,2,3,1,1,3,1,48.0,51.31578947368421,Migrate
2,2,4,1,3,2,1,2,2,1,1,2,3,1,1,1,1,2,4,2,4,1,3,4,2,3,1,4,1,4,4,4,1,3,1,1,4,4,48.0,67.10526315789474,Migrate
1,1,4,1,1,2,2,1,1,1,2,3,3,2,1,1,1,3,4,4,2,4,1,3,4,4,4,4,1,4,2,3,1,2,3,4,1,4,46.66666666666666,72.36842105263159,Migrate
3,2,1,2,3,2,1,4,2,1,2,2,1,1,2,4,1,2,1,2,2,4,1,4,4,2,4,4,4,4,4,1,2,3,1,4,3,1,49.33333333333333,71.05263157894737,Migrate
3,4,2,2,2,1,1,3,2,1,2,1,1,3,1,1,4,1,1,2,3,4,1,1,4,3,1,1,1,1,4,3,1,4,2,4,4,3,48.0,61.8421052631579,Migrate
1,1,1,1,2,3,1,1,3,3,4,2,4,3,1,1,2,1,1,3,1,2,3,2,4,1,1,4,1,1,4,5,1,1,1,1,4,2,48.0,55.26315789473685,Migrate
2,3,2,1,2,1,1,2,2,3,1,1,1,3,2,1,3,2,4,4,3,4,3,3,1,4,1,4,4,1,4,5,1,1,4,4,1,3,49.33333333333333,72.36842105263159,Migrate
4,1,1,3,1,3,1,2,2,1,2,1,4,1,2,1,2,1,1,3,4,2,2,4,2,3,1,4,1,4,2,4,1,3,2,4,3,4,45.33333333333333,69.73684210526316,Migrate
4,2,4,3,1,1,4,2,1,1,1,1,1,4,3,1,1,1,1,2,4,4,2,1,4,3,4,4,1,4,1,4,3,2,2,4,4,3,49.33333333333333,73.6842105263158,Migrate
2,1,1,1,1,3,1,3,4,3,1,2,4,2,2,1,1,1,1,3,1,3,2,4,1,1,4,4,4,1,1,3,2,1,1,1,4,2,46.66666666666666,56.578947368421055,Migrate
1,3,1,1,1,3,3,3,2,1,1,1,1,2,2,1,1,1,1,4,2,1,4,1,1,1,4,4,1,1,1,5,2,4,4,4,3,1,40.0,63.15789473684211,Migrate
3,1,4,1,4,2,1,2,1,4,2,1,3,1,2,1,1,2,1,2,2,3,4,3,3,4,1,4,1,1,1,3,1,1,2,4,3,2,49.33333333333333,59.21052631578948,Migrate
4,3,2,1,1,1,1,1,3,3,1,3,1,3,1,1,2,4,1,1,2,1,3,1,4,4,1,4,4,1,3,1,1,1,4,4,3,3,49.33333333333333,60.526315789473685,Migrate
4,3,2,1,1,2,1,1,4,2,1,2,3,1,3,1,2,2,1,3,4,4,2,4,4,3,1,4,4,1,3,4,1,1,3,4,2,3,49.33333333333333,72.36842105263159,Migrate
1,3,1,3,3,2,3,1,2,1,2,2,1,1,1,1,1,3,4,2,1,1,1,1,3,2,4,4,1,4,3,3,3,1,3,1,1,3,48.0,55.26315789473685,Migrate
1,1,3,3,2,1,1,4,1,1,2,1,1,4,1,1,1,4,1,1,1,2,3,2,2,1,4,4,4,4,4,1,3,4,1,1,4,1,45.33333333333333,61.8421052631579,Migrate
1,1,2,3,2,1,1,3,1,1,1,3,1,1,1,4,1,1,4,1,4,1,2,4,2,4,4,4,1,4,1,2,3,3,1,4,4,3,44.0,68.42105263157896,Migrate
1,1,2,2,1,2,4,2,1,4,3,2,2,3,1,1,1,2,1,3,3,4,4,3,4,2,4,1,4,1,3,2,3,3,1,4,3,1,48.0,69.73684210526316,Migrate
3,3,1,3,1,1,1,3,1,1,2,1,4,1,2,1,4,3,1,1,1,1,3,3,3,4,1,4,1,4,1,2,3,3,1,1,2,2,49.33333333333333,53.94736842105264,Migrate
1,1,2,1,3,1,2,1,1,4,4,1,1,2,1,4,2,4,1,4,2,2,2,4,2,1,1,1,4,1,3,4,3,3,1,1,2,3,49.33333333333333,57.89473684210527,Migrate
1,3,3,2,1,1,1,1,1,1,3,1,2,3,1,4,1,1,4,3,1,2,3,2,2,4,1,4,1,1,3,5,2,3,1,4,1,3,46.66666666666666,60.526315789473685,Migrate
1,1,3,1,1,3,1,2,3,4,1,2,3,3,1,1,2,3,1,2,1,3,4,1,1,3,1,4,4,1,1,4,2,1,3,1,2,2,49.33333333333333,53.94736842105264,Migrate
1,3,4,2,1,4,1,2,1,1,3,3,2,3,1,1,1,2,1,1,4,3,4,3,4,2,1,4,1,1,2,5,1,3,1,1,1,4,49.33333333333333,60.526315789473685,Migrate
4,3,1,1,1,2,1,1,2,3,2,1,1,4,1,1,1,3,4,2,3,4,2,2,3,2,4,1,1,4,3,1,1,2,1,4,4,2,49.33333333333333,60.526315789473685,Migrate
1,1,1,1,1,1,1,1,3,1,4,3,2,1,1,1,2,2,4,2,2,4,1,2,1,3,1,4,1,4,1,5,1,2,3,4,4,2,42.66666666666666,61.8421052631579,Migrate
1,3,2,1,1,2,4,1,1,2,2,1,3,3,2,1,1,2,1,3,1,3,4,4,4,2,1,1,4,4,3,4,2,2,2,1,3,3,45.33333333333333,67.10526315789474,Migrate
1,2,3,4,3,2,2,1,2,2,1,1,1,1,2,1,3,2,1,3,2,4,2,4,2,4,1,1,1,4,3,3,1,2,3,1,4,3,46.66666666666666,63.15789473684211,Migrate
4,1,3,3,2,1,1,1,1,1,2,3,1,2,1,4,2,2,1,1,2,2,2,2,1,2,1,4,1,1,4,1,3,4,1,4,3,2,48.0,53.94736842105264,Migrate
1,1,2,4,1,2,1,1,2,2,3,2,1,2,1,4,3,1,1,1,3,2,1,4,3,4,1,1,4,1,3,4,2,3,1,1,2,3,46.66666666666666,57.89473684210527,Migrate
1,1,1,1,1,1,1,1,2,1,4,3,2,3,2,1,2,1,4,2,2,4,4,2,1,3,1,4,1,1,4,2,1,1,2,1,3,1,44.0,52.631578947368425,Migrate
3,1,2,1,3,3,1,3,1,1,2,2,1,3,2,1,2,4,1,1,3,3,3,2,1,3,4,1,4,4,1,4,2,1,2,1,3,4,49.33333333333333,61.8421052631579,Migrate
1,4,1,4,1,2,1,1,2,1,3,1,1,1,3,4,4,1,1,1,2,4,3,4,4,2,4,1,4,4,3,4,3,4,1,4,3,1,49.33333333333333,73.6842105263158,Migrate
1,2,2,1,2,2,3,4,2,2,3,1,1,2,3,1,2,1,1,4,2,3,4,1,4,1,4,1,4,1,4,5,2,2,4,1,3,2,48.0,68.42105263157896,Migrate
1,2,1,3,1,3,1,2,3,1,1,3,1,1,3,1,3,1,1,2,3,1,4,2,4,2,4,4,1,1,2,1,2,4,3,1,1,1,44.0,56.578947368421055,Migrate
4,1,1,1,1,4,1,1,2,2,4,2,1,2,2,1,3,2,1,1,3,2,4,1,1,2,4,1,4,4,2,4,2,4,3,1,1,4,48.0,63.15789473684211,Migrate
2,1,4,2,1,4,1,1,1,4,2,3,1,1,2,1,1,2,1,3,1,1,1,4,4,3,4,1,4,4,3,4,3,2,3,1,3,4,46.66666666666666,69.73684210526316,Migrate
1,2,3,2,2,1,1,1,4,2,2,2,1,1,2,4,3,1,1,4,4,3,2,2,2,2,4,1,1,1,3,1,3,2,2,4,4,4,48.0,64.47368421052632,Migrate
4,2,2,1,1,1,1,2,1,4,1,1,2,2,2,4,1,4,1,3,3,1,2,2,1,4,1,1,4,1,1,1,3,4,4,4,1,1,49.33333333333333,55.26315789473685,Migrate
2,2,2,1,2,3,1,1,4,1,2,3,2,3,2,1,1,2,1,2,4,3,4,3,2,2,4,1,1,4,3,1,3,1,1,4,1,3,48.0,61.8421052631579,Migrate
1,1,4,1,2,1,3,1,2,3,1,1,2,2,2,1,1,2,4,3,2,4,2,2,3,1,1,4,4,4,4,3,2,4,2,1,4,2,46.66666666666666,68.42105263157896,Migrate
1,1,3,3,3,1,3,1,1,2,4,2,3,2,2,1,1,1,1,3,1,2,4,1,3,1,4,4,4,1,3,4,2,1,4,4,2,1,48.0,64.47368421052632,Migrate
1,2,3,3,1,1,1,2,3,4,2,1,2,2,1,1,1,2,4,1,2,1,3,3,1,3,4,1,1,4,4,2,1,4,3,4,2,3,49.33333333333333,61.8421052631579,Migrate
2,2,1,2,2,1,3,4,1,2,4,2,2,1,1,1,2,3,1,3,1,1,1,1,4,4,4,4,4,4,3,3,1,4,3,1,3,3,49.33333333333333,68.42105263157896,Migrate
1,4,2,1,2,2,1,1,2,1,1,2,1,3,3,1,2,3,4,3,1,2,3,3,1,4,4,4,4,4,2,4,1,2,3,4,3,4,49.33333333333333,73.6842105263158,Migrate
4,3,1,1,1,2,1,3,4,3,2,1,1,1,1,1,2,1,4,1,3,1,3,4,2,2,1,4,4,1,4,3,3,3,2,1,2,4,49.33333333333333,63.15789473684211,Migrate
3,3,3,2,1,1,2,1,1,4,1,1,2,3,1,1,2,3,1,1,4,4,2,4,4,2,4,1,1,4,4,3,2,1,2,4,3,2,48.0,68.42105263157896,Migrate
1,2,3,1,3,2,3,2,1,2,1,1,2,2,1,1,4,4,1,3,1,2,4,4,2,4,1,4,4,4,3,3,1,3,4,4,1,1,49.33333333333333,69.73684210526316,Migrate
3,4,2,2,1,2,1,4,1,1,3,1,1,1,1,1,2,1,4,3,1,2,1,2,4,3,4,4,1,4,1,4,3,2,3,1,3,1,48.0,61.8421052631579,Migrate
2,3,2,2,2,1,1,3,3,2,2,3,1,3,1,1,2,1,1,2,2,3,2,2,1,2,1,1,1,1,2,1,2,4,2,4,4,2,48.0,51.31578947368421,Migrate
2,1,2,3,3,3,2,1,1,1,1,2,3,1,1,1,2,2,1,3,4,2,4,3,3,1,1,4,1,1,1,5,2,2,3,1,3,2,44.0,60.526315789473685,Migrate
1,1,1,2,1,1,2,2,1,2,3,1,3,2,4,4,1,2,1,3,4,2,1,2,1,2,1,1,4,1,3,4,2,1,2,4,2,2,46.66666666666666,55.26315789473685,Migrate
2,3,1,4,4,2,1,1,1,4,2,1,1,3,2,1,1,2,1,2,2,2,1,1,4,4,4,4,4,1,1,3,1,2,1,4,3,3,49.33333333333333,61.8421052631579,Migrate
2,2,1,1,2,1,2,3,1,1,2,1,1,3,2,4,2,1,4,2,4,1,3,1,1,1,4,1,4,4,3,3,1,4,4,4,1,2,48.0,63.15789473684211,Migrate
3,1,1,2,3,2,1,2,2,3,2,1,1,2,1,1,2,2,1,1,3,4,3,4,4,2,4,1,4,1,2,3,1,1,3,1,2,2,44.0,60.526315789473685,Migrate
1,3,2,2,3,2,2,1,2,2,1,2,2,1,4,1,3,1,1,3,1,2,2,3,4,1,4,4,1,1,2,1,1,2,2,4,1,1,48.0,52.631578947368425,Migrate
1,1,1,1,2,3,3,3,1,2,3,1,4,1,1,4,1,1,1,3,4,4,1,3,2,1,1,1,1,1,3,2,2,4,1,4,3,2,46.66666666666666,56.578947368421055,Migrate
3,1,1,1,1,2,1,4,1,3,1,2,2,4,1,1,4,1,1,3,1,4,1,2,3,3,1,1,1,4,4,1,3,1,2,4,1,3,46.66666666666666,56.578947368421055,Migrate
2,2,2,3,1,2,3,1,1,2,2,1,2,1,2,1,2,4,1,1,3,1,1,2,1,2,4,4,1,4,3,3,1,3,1,1,3,4,46.66666666666666,56.578947368421055,Migrate
4,1,1,3,1,2,1,1,1,3,1,1,2,4,1,1,3,1,1,3,4,3,2,4,4,3,1,4,4,4,1,3,3,3,3,4,2,4,44.0,77.63157894736842,Migrate
1,4,2,4,2,1,1,2,4,2,1,1,2,2,1,1,3,2,1,4,4,1,3,4,2,4,4,1,4,4,2,5,2,3,3,4,3,1,49.33333333333333,76.31578947368422,Migrate
2,2,3,1,1,1,3,2,3,3,1,3,1,2,2,1,1,1,1,2,4,3,4,3,2,3,1,1,4,1,1,1,3,1,1,1,4,2,45.33333333333333,55.26315789473685,Migrate
2,3,2,1,3,1,1,4,1,3,1,2,1,2,1,1,3,1,4,2,1,2,2,4,3,1,4,4,1,4,3,3,3,2,2,4,4,4,49.33333333333333,69.73684210526316,Migrate
